# Lens 2 (OPL-enforced)
# r_mm, sag_um
1.479018, -19.6119
1.480975, -19.6638
1.482931, -19.7157
1.484887, -19.7677
1.486843, -19.8198
1.488799, -19.8720
1.490755, -19.9242
1.492711, -19.9764
1.494666, -20.0288
1.496622, -20.0812
1.498577, -20.1336
1.500532, -20.1862
1.502487, -20.2388
1.504441, -20.2914
1.506396, -20.3441
1.508350, -20.3969
1.510304, -20.4498
1.512258, -20.5027
1.514212, -20.5557
1.516166, -20.6087
1.518120, -20.6618
1.520073, -20.7150
1.522026, -20.7682
1.523979, -20.8215
1.525932, -20.8749
1.527885, -20.9283
1.529838, -20.9818
1.531790, -21.0353
1.533742, -21.0889
1.535694, -21.1426
1.537646, -21.1963
1.539598, -21.2501
1.541550, -21.3040
1.543501, -21.3579
1.545452, -21.4119
1.547403, -21.4660
1.549354, -21.5201
1.551305, -21.5743
1.553256, -21.6286
1.555206, -21.6829
1.557157, -21.7372
1.559107, -21.7917
1.561057, -21.8462
1.563006, -21.9007
1.564956, -21.9554
1.566906, -22.0101
1.568855, -22.0648
1.570804, -22.1196
1.572753, -22.1745
1.574702, -22.2295
1.576650, -22.2845
1.578599, -22.3395
1.580547, -22.3947
1.582495, -22.4499
1.584443, -22.5051
1.586391, -22.5605
1.588339, -22.6158
1.590286, -22.6713
1.592233, -22.7268
1.594180, -22.7824
1.596127, -22.8380
1.598074, -22.8937
1.600021, -22.9495
1.601967, -23.0053
1.603914, -23.0612
1.605860, -23.1171
1.607806, -23.1732
1.609751, -23.2292
1.611697, -23.2854
1.613642, -23.3416
1.615588, -23.3978
1.617533, -23.4542
1.619478, -23.5106
1.621422, -23.5670
1.623367, -23.6235
1.625311, -23.6801
1.627255, -23.7367
1.629199, -23.7934
1.631143, -23.8502
1.633087, -23.9070
1.635031, -23.9639
1.636974, -24.0209
1.638917, -24.0779
1.640860, -24.1350
1.642803, -24.1921
1.644746, -24.2493
1.646688, -24.3066
1.648630, -24.3639
1.650572, -24.4213
1.652514, -24.4787
1.654456, -24.5362
1.656398, -24.5938
1.658339, -24.6514
1.660280, -24.7091
1.662222, -24.7669
1.664162, -24.8247
1.666103, -24.8826
1.668044, -24.9406
1.669984, -24.9986
1.671924, -25.0566
1.673864, -25.1148
