# PM780 long-throw L1
# r_mm, sag_um
0.198826, -3.3266
0.198988, -3.3319
0.199149, -3.3373
0.199311, -3.3426
0.199472, -3.3480
0.199634, -3.3534
0.199795, -3.3588
0.199957, -3.3641
0.200119, -3.3695
0.200280, -3.3749
0.200442, -3.3803
0.200603, -3.3857
0.200765, -3.3911
0.200926, -3.3965
0.201088, -3.4019
0.201249, -3.4073
0.201411, -3.4128
0.201572, -3.4182
0.201734, -3.4236
0.201895, -3.4290
0.202057, -3.4345
0.202218, -3.4399
0.202380, -3.4454
0.202541, -3.4508
0.202703, -3.4563
0.202864, -3.4617
0.203026, -3.4672
0.203187, -3.4726
0.203349, -3.4781
0.203510, -3.4836
0.203672, -3.4890
